"","66","OF","6E","","MOVD","Vdq","","Ed","","Move Doubleword"
"","","OF","6F","","MOVQ","Pq","","Qq","","Move Quadword"
"","66","OF","6F","","MOVDQA","Vdq","","Wdq","","Move Aligned Double Quadword"
"","F3","OF","6F","","MOVDQU","Vdq","","Wdq","","Move Unaligned Double Quadword"
"","","OF","70","","PSHUFW","Pq","","Qq","Ib","Shuffle Packed Words"
"","F2","OF","70","","PSHUFLW","Vdq","","Wdq","Ib","Shuffle Packed Low Words"
"","F3","OF","70","","PSHUFHW","Vdq","","Wdq","Ib","Shuffle Packed High Words"
"","66","OF","70","","PSHUFD","Vdq","","Wdq","Ib","Shuffle Packed Doublewords"
"","","OF","71","","PSRLW","Nq","","Ib","","Shift Packed Data Right Logical"
"","66","OF","71","","PSRLW","Udq","","Ib","","Shift Packed Data Right Logical"
"","","OF","71","","PSRAW","Nq","","Ib","","Shift Packed Data Right Arithmetic"
"","66","OF","71","","PSRAW","Udq","","Ib","","Shift Packed Data Right Arithmetic"
"","","OF","71","","PSLLW","Nq","","Ib","","Shift Packed Data Left Logical"
"","66","OF","71","","PSLLW","Udq","","Ib","","Shift Packed Data Left Logical"
"","","OF","72","","PSRLD","Nq","","Ib","","Shift Double Quadword Right Logical"
"","66","OF","72","","PSRLD","Udq","","Ib","","Shift Double Quadword Right Logical"
"","","OF","72","","PSRAD","Nq","","Ib","","Shift Packed Data Right Arithmetic"
"","66","OF","72","","PSRAD","Udq","","Ib","","Shift Packed Data Right Arithmetic"
"","","OF","72","","PSLLD","Nq","","Ib","","Shift Packed Data Left Logical"
"","66","OF","72","","PSLLD","Udq","","Ib","","Shift Packed Data Left Logical"
"","","OF","73","","PSRLQ","Nq","","Ib","","Shift Packed Data Right Logical"
"","66","OF","73","","PSRLQ","Udq","","Ib","","Shift Packed Data Right Logical"
"","66","OF","73","","PSRLDQ","Udq","","Ib","","Shift Double Quadword Right Logical"
"","","OF","73","","PSLLQ","Nq","","Ib","","Shift Packed Data Left Logical"
"","66","OF","73","","PSLLQ","Udq","","Ib","","Shift Packed Data Left Logical"
"","66","OF","73","","PSLLDQ","Udq","","Ib","","Shift Double Quadword Left Logical"
"","","OF","74","","PCMPEQB","Pq","","Qq","","Compare Packed Data for Equal"
"","66","OF","74","","PCMPEQB","Vdq","","Wdq","","Compare Packed Data for Equal"
"","","OF","75","","PCMPEQW","Pq","","Qq","","Compare Packed Data for Equal"
"","66","OF","75","","PCMPEQW","Vdq","","Wdq","","Compare Packed Data for Equal"
"","","OF","76","","PCMPEQD","Pq","","Qq","","Compare Packed Data for Equal"
"","66","OF","76","","PCMPEQD","Vdq","","Wdq","","Compare Packed Data for Equal"
"","","OF","77","","EMMS","","","","","Empty MMX Technology State"
"","","OF","78","","VMREAD","Ed","","Gd","","Read Field from Virtual-Machine Control Structure"
"","","OF","79","","VMWRITE","","","Gd","Ed","Write Field to Virtual-Machine Control Structure"
"","66","OF","7C","","HADDPD","Vpd","","Wpd","","Packed Double-FP Horizontal Add"
"","F2","OF","7C","","HADDPS","Vps","","Wps","","Packed Single-FP Horizontal Add"
"","66","OF","7D","","HSUBPD","Vpd","","Wpd","","Packed Double-FP Horizontal Subtract"
"","F2","OF","7D","","HSUBPS","Vps","","Wps","","Packed Single-FP Horizontal Subtract"
"","","OF","7E","","MOVD","Ed","","Pq","","Move Doubleword"
"","66","OF","7E","","MOVD","Ed","","Vdq","","Move Doubleword"
"","F3","OF","7E","","MOVQ","Vq","","Wq","","Move Quadword"
"","","OF","7F","","MOVQ","Qq","","Pq","","Move Quadword"
"","66","OF","7F","","MOVDQA","Wdq","","Vdq","","Move Aligned Double Quadword"
"","F3","OF","7F","","MOVDQU","Wdq","","Vdq","","Move Unaligned Double Quadword"
"","","OF","80","","JO","","","Jvds","","Jump short if overflow (OF=1)"
"","","OF","81","","JNO","","","Jvds","","Jump short if not overflow (OF=0)"
"","","OF","82","","JB","","","Jvds","","Jump short if below/not above or equal/carry (CF=1)"
"","","OF","83","","JNB","","","Jvds","","Jump short if not below/above or equal/not carry (CF=0)"
"","","OF","84","","JZ","","","Jvds","","Jump short if zero/equal (ZF=0)"
"","","OF","85","","JNZ","","","Jvds","","Jump short if not zero/not equal (ZF=1)"
"","","OF","86","","JBE","","","Jvds","","Jump short if below or equal/not above (CF=1 AND ZF=1)"
"","","OF","87","","JNBE","","","Jvds","","Jump short if not below or equal/above (CF=0 AND ZF=0)"
"","","OF","88","","JS","","","Jvds","","Jump short if sign (SF=1)"
"","","OF","89","","JNS","","","Jvds","","Jump short if not sign (SF=0)"
"","","OF","8A","","JP","","","Jvds","","Jump short if parity/parity even (PF=1)"
"","","OF","8B","","JNP","","","Jvds","","Jump short if not parity/parity odd"
"","","OF","8C","","JL","","","Jvds","","Jump short if less/not greater (SF!=OF)"
"","","OF","8D","","JNL","","","Jvds","","Jump short if not less/greater or equal (SF=OF)"
"","","OF","8E","","JLE","","","Jvds","","Jump short if less or equal/not greater ((ZF=1) OR (SF!=OF))"
"","","OF","8F","","JNLE","","","Jvds","","Jump short if not less nor equal/greater ((ZF=0) AND (SF=OF))"
"","","OF","90","","SETO","Eb","","","","Set Byte on Condition - overflow (OF=1)"
"","","OF","91","","SETNO","Eb","","","","Set Byte on Condition - not overflow (OF=0)"
"","","OF","92","","SETB","Eb","","","","Set Byte on Condition - below/not above or equal/carry (CF=1)"
"","","OF","93","","SETNB","Eb","","","","Set Byte on Condition - not below/above or equal/not carry (CF=0)"
"","","OF","94","","SETZ","Eb","","","","Set Byte on Condition - zero/equal (ZF=0)"
"","","OF","95","","SETNZ","Eb","","","","Set Byte on Condition - not zero/not equal (ZF=1)"
"","","OF","96","","SETBE","Eb","","","","Set Byte on Condition - below or equal/not above (CF=1 AND ZF=1)"
"","","OF","97","","SETNBE","Eb","","","","Set Byte on Condition - not below or equal/above (CF=0 AND ZF=0)"
"","","OF","98","","SETS","Eb","","","","Set Byte on Condition - sign (SF=1)"
"","","OF","99","","SETNS","Eb","","","","Set Byte on Condition - not sign (SF=0)"
"","","OF","9A","","SETP","Eb","","","","Set Byte on Condition - parity/parity even (PF=1)"
"","","OF","9B","","SETNP","Eb","","","","Set Byte on Condition - not parity/parity odd"
"","","OF","9C","","SETL","Eb","","","","Set Byte on Condition - less/not greater (SF!=OF)"
"","","OF","9D","","SETNL","Eb","","","","Set Byte on Condition - not less/greater or equal (SF=OF)"
"","","OF","9E","","SETLE","Eb","","","","Set Byte on Condition - less or equal/not greater ((ZF=1) OR (SF!=OF))"
"","","OF","9F","","SETNLE","Eb","","","","Set Byte on Condition - not less nor equal/greater ((ZF=0) AND (SF=OF))"
"","","OF","A0","","PUSH","","","FS","","Push Word, Doubleword or Quadword Onto the Stack"
"","","OF","A1","","POP","FS","","","","Pop a Value from the Stack"
"","","OF","A2","","CPUID","","","","","CPU Identification"
"","","OF","A3","","BT","","","Evqp","Gvqp","Bit Test"
"","","OF","A4","","SHLD","Evqp","","Gvqp","Ib","Double Precision Shift Left"
"","","OF","A5","","SHLD","Evqp","","Gvqp","CL","Double Precision Shift Left"
"","","OF","A8","","PUSH","","","GS","","Push Word, Doubleword or Quadword Onto the Stack"
"","","OF","A9","","POP","GS","","","","Pop a Value from the Stack"
"","","OF","AA","","RSM","","","","","Resume from System Management Mode"
"","","OF","AB","","BTS","Evqp","","Gvqp","","Bit Test and Set"
"","","OF","AC","","SHRD","Evqp","","Gvqp","Ib","Double Precision Shift Right"
"","","OF","AD","","SHRD","Evqp","","Gvqp","CL","Double Precision Shift Right"
"","","OF","AE","","FXSAVE","Mstx","","","","Save x87 FPU, MMX, XMM, and MXCSR State"
"","","OF","AE","","FXRSTOR","","","Mstx","","Restore x87 FPU, MMX, XMM, and MXCSR State"
"","","OF","AE","","LDMXCSR","","","Md","","Load MXCSR Register"
"","","OF","AE","","STMXCSR","Md","","","","Store MXCSR Register State"
"","","OF","AE","","XSAVE","","","","","Save Processor Extended States"
"","","OF","AE","","LFENCE","","","","","Load Fence"
"","","OF","AE","","XRSTOR","","","","","Restore Processor Extended States"
"","","OF","AE","","MFENCE","","","","","Memory Fence"
"","","OF","AE","","SFENCE","","","","","Store Fence"
"","","OF","AE","","CLFLUSH","","","Mb","","Flush Cache Line"
"","","OF","AF","","IMUL","Gvqp","","Evqp","","Signed Multiply"
"","","OF","B0","","CMPXCHG","Eb","","Gb","","Compare and Exchange"
"","","OF","B1","","CMPXCHG","Evqp","","Gvqp","","Compare and Exchange"
"","","OF","B2","","LSS","","Gvqp","Mptp","","Load Far Pointer"
"","","OF","B3","","BTR","Evqp","","Gvqp","","Bit Test and Reset"
"","","OF","B4","","LFS","","Gvqp","Mptp","","Load Far Pointer"
"","","OF","B5","","LGS","","Gvqp","Mptp","","Load Far Pointer"
"","","OF","B6","","MOVZX","Gvqp","","Eb","","Move with Zero-Extend"
"","","OF","B7","","MOVZX","Gvqp","","Ew","","Move with Zero-Extend"
"","","OF","B8","","JMPE","","","","","Jump to IA-64 Instruction Set"
"","F3","OF","B8","","POPCNT","Gvqp","","Evqp","","Bit Population Count"
"","","OF","BA","","BT","","","Evqp","Ib","Bit Test"
"","","OF","BA","","BTS","Evqp","","Ib","","Bit Test and Set"
"","","OF","BA","","BTR","Evqp","","Ib","","Bit Test and Reset"
"","","OF","BA","","BTC","Evqp","","Ib","","Bit Test and Complement"
"","","OF","BB","","BTC","Evqp","","Gvqp","","Bit Test and Complement"
"","","OF","BC","","BSF","Gvqp","","Evqp","","Bit Scan Forward"
"","","OF","BD","","BSR","Gvqp","","Evqp","","Bit Scan Reverse"
"","","OF","BE","","MOVSX","Gvqp","","Eb","","Move with Sign-Extension"
"","","OF","BF","","MOVSX","Gvqp","","Ew","","Move with Sign-Extension"
"","","OF","C0","","XADD","Eb","Gb","","","Exchange and Add"
"","","OF","C1","","XADD","Evqp","Gvqp","","","Exchange and Add"
"","","OF","C2","","CMPPS","Vps","","Wps","Ib","Compare Packed Single-FP Values"
"","F3","OF","C2","","CMPSS","Vss","","Wss","Ib","Compare Scalar Single-FP Values"
"","66","OF","C2","","CMPPD","Vpd","","Wpd","Ib","Compare Packed Double-FP Values"
"","F2","OF","C2","","CMPSD","Vsd","","Wsd","Ib","Compare Scalar Double-FP Values"
"","","OF","C3","","MOVNTI","Mdqp","","Gdqp","","Store Doubleword Using Non-Temporal Hint"
"","","OF","C4","","PINSRW","Pq","","Rdqp","Ib","Insert Word"
"","66","OF","C4","","PINSRW","Vdq","","Rdqp","Ib","Insert Word"
"","","OF","C5","","PEXTRW","Gdqp","","Nq","Ib","Extract Word"
"","66","OF","C5","","PEXTRW","Gdqp","","Udq","Ib","Extract Word"
"","","OF","C6","","SHUFPS","Vps","","Wps","Ib","Shuffle Packed Single-FP Values"
"","66","OF","C6","","SHUFPD","Vpd","","Wpd","Ib","Shuffle Packed Double-FP Values"
"","","OF","C7","","CMPXCHG8B","Mq","","","","Compare and Exchange Bytes"
"","","OF","C7","","VMPTRLD","","","Mq","","Load Pointer to Virtual-Machine Control Structure"
"","66","OF","C7","","VMCLEAR","Mq","","","","Clear Virtual-Machine Control Structure"
"","F3","OF","C7","","VMXON","","","Mq","","Enter VMX Operation"
"","","OF","C7","","VMPTRST","Mq","","","","Store Pointer to Virtual-Machine Control Structure"
"","","OF","C8","","BSWAP","Zvqp","","","","Byte Swap"
"","66","OF","D0","","ADDSUBPD","Vpd","","Wpd","","Packed Double-FP Add/Subtract"
"","F2","OF","D0","","ADDSUBPS","Vps","","Wps","","Packed Single-FP Add/Subtract"
"","","OF","D1","","PSRLW","Pq","","Qq","","Shift Packed Data Right Logical"
"","66","OF","D1","","PSRLW","Vdq","","Wdq","","Shift Packed Data Right Logical"
"","","OF","D2","","PSRLD","Pq","","Qq","","Shift Packed Data Right Logical"
"","66","OF","D2","","PSRLD","Vdq","","Wdq","","Shift Packed Data Right Logical"
"","","OF","D3","","PSRLQ","Pq","","Qq","","Shift Packed Data Right Logical"
"","66","OF","D3","","PSRLQ","Vdq","","Wdq","","Shift Packed Data Right Logical"
"","","OF","D4","","PADDQ","Pq","","Qq","","Add Packed Quadword Integers"
"","66","OF","D4","","PADDQ","Vdq","","Wdq","","Add Packed Quadword Integers"
"","","OF","D5","","PMULLW","Pq","","Qq","","Multiply Packed Signed Integers and Store Low Result"
"","66","OF","D5","","PMULLW","Vdq","","Wdq","","Multiply Packed Signed Integers and Store Low Result"
"","66","OF","D6","","MOVQ","Wq","","Vq","","Move Quadword"
"","F3","OF","D6","","MOVQ2DQ","Vdq","","Nq","","Move Quadword from MMX Technology to XMM Register"
"","F2","OF","D6","","MOVDQ2Q","Pq","","Uq","","Move Quadword from XMM to MMX Technology Register"
"","","OF","D7","","PMOVMSKB","Gdqp","","Nq","","Move Byte Mask"
"","66","OF","D7","","PMOVMSKB","Gdqp","","Udq","","Move Byte Mask"
"","","OF","D8","","PSUBUSB","Pq","","Qq","","Subtract Packed Unsigned Integers with Unsigned Saturation"
"","66","OF","D8","","PSUBUSB","Vdq","","Wdq","","Subtract Packed Unsigned Integers with Unsigned Saturation"
"","","OF","D9","","PSUBUSW","Pq","","Qq","","Subtract Packed Unsigned Integers with Unsigned Saturation"
"","66","OF","D9","","PSUBUSW","Vdq","","Wdq","","Subtract Packed Unsigned Integers with Unsigned Saturation"
"","","OF","DA","","PMINUB","Pq","","Qq","","Minimum of Packed Unsigned Byte Integers"
"","66","OF","DA","","PMINUB","Vdq","","Wdq","","Minimum of Packed Unsigned Byte Integers"
"","","OF","DB","","PAND","Pq","","Qd","","Logical AND"
"","66","OF","DB","","PAND","Vdq","","Wdq","","Logical AND"
"","","OF","DC","","PADDUSB","Pq","","Qq","","Add Packed Unsigned Integers with Unsigned Saturation"
"","66","OF","DC","","PADDUSB","Vdq","","Wdq","","Add Packed Unsigned Integers with Unsigned Saturation"
"","","OF","DD","","PADDUSW","Pq","","Qq","","Add Packed Unsigned Integers with Unsigned Saturation"
"","66","OF","DD","","PADDUSW","Vdq","","Wdq","","Add Packed Unsigned Integers with Unsigned Saturation"
"","","OF","DE","","PMAXUB","Pq","","Qq","","Maximum of Packed Unsigned Byte Integers"
"","66","OF","DE","","PMAXUB","Vdq","","Wdq","","Maximum of Packed Unsigned Byte Integers"
"","","OF","DF","","PANDN","Pq","","Qq","","Logical AND NOT"
"","66","OF","DF","","PANDN","Vdq","","Wdq","","Logical AND NOT"
"","","OF","E0","","PAVGB","Pq","","Qq","","Average Packed Integers"
"","66","OF","E0","","PAVGB","Vdq","","Wdq","","Average Packed Integers"
"","","OF","E1","","PSRAW","Pq","","Qq","","Shift Packed Data Right Arithmetic"
"","66","OF","E1","","PSRAW","Vdq","","Wdq","","Shift Packed Data Right Arithmetic"
"","","OF","E2","","PSRAD","Pq","","Qq","","Shift Packed Data Right Arithmetic"
"","66","OF","E2","","PSRAD","Vdq","","Wdq","","Shift Packed Data Right Arithmetic"
"","","OF","E3","","PAVGW","Pq","","Qq","","Average Packed Integers"
"","66","OF","E3","","PAVGW","Vdq","","Wdq","","Average Packed Integers"
"","","OF","E4","","PMULHUW","Pq","","Qq","","Multiply Packed Unsigned Integers and Store High Result"
"","66","OF","E4","","PMULHUW","Vdq","","Wdq","","Multiply Packed Unsigned Integers and Store High Result"
"","","OF","E5","","PMULHW","Pq","","Qq","","Multiply Packed Signed Integers and Store High Result"
"","66","OF","E5","","PMULHW","Vdq","","Wdq","","Multiply Packed Signed Integers and Store High Result"
"","F2","OF","E6","","CVTPD2DQ","Vdq","","Wpd","","Convert Packed Double-FP Values to DW Integers"
"","66","OF","E6","","CVTTPD2DQ","Vdq","","Wpd","","Convert with Trunc. Packed Double-FP Values to DW Integers"
"","F3","OF","E6","","CVTDQ2PD","Vpd","","Wdq","","Convert Packed DW Integers to Double-FP Values"
"","","OF","E7","","MOVNTQ","Mq","","Pq","","Store of Quadword Using Non-Temporal Hint"
"","66","OF","E7","","MOVNTDQ","Mdq","","Vdq","","Store Double Quadword Using Non-Temporal Hint"
"","","OF","E8","","PSUBSB","Pq","","Qq","","Subtract Packed Signed Integers with Signed Saturation"
"","66","OF","E8","","PSUBSB","Vdq","","Wdq","","Subtract Packed Signed Integers with Signed Saturation"
"","","OF","E9","","PSUBSW","Pq","","Qq","","Subtract Packed Signed Integers with Signed Saturation"
"","66","OF","E9","","PSUBSW","Vdq","","Wdq","","Subtract Packed Signed Integers with Signed Saturation"
"","","OF","EA","","PMINSW","Pq","","Qq","","Minimum of Packed Signed Word Integers"
"","66","OF","EA","","PMINSW","Vdq","","Wdq","","Minimum of Packed Signed Word Integers"
"","","OF","EB","","POR","Pq","","Qq","","Bitwise Logical OR"
"","66","OF","EB","","POR","Vdq","","Wdq","","Bitwise Logical OR"
"","","OF","EC","","PADDSB","Pq","","Qq","","Add Packed Signed Integers with Signed Saturation"
"","66","OF","EC","","PADDSB","Vdq","","Wdq","","Add Packed Signed Integers with Signed Saturation"
"","","OF","ED","","PADDSW","Pq","","Qq","","Add Packed Signed Integers with Signed Saturation"
"","66","OF","ED","","PADDSW","Vdq","","Wdq","","Add Packed Signed Integers with Signed Saturation"
"","","OF","EE","","PMAXSW","Pq","","Qq","","Maximum of Packed Signed Word Integers"
"","66","OF","EE","","PMAXSW","Vdq","","Wdq","","Maximum of Packed Signed Word Integers"
"","","OF","EF","","PXOR","Pq","","Qq","","Logical Exclusive OR"
"","66","OF","EF","","PXOR","Vdq","","Wdq","","Logical Exclusive OR"
"","F2","OF","F0","","LDDQU","Vdq","","Mdq","","Load Unaligned Integer 128 Bits"
"","","OF","F1","","PSLLW","Pq","","Qq","","Shift Packed Data Left Logical"
"","66","OF","F1","","PSLLW","Vdq","","Wdq","","Shift Packed Data Left Logical"
"","","OF","F2","","PSLLD","Pq","","Qq","","Shift Packed Data Left Logical"
"","66","OF","F2","","PSLLD","Vdq","","Wdq","","Shift Packed Data Left Logical"
"","","OF","F3","","PSLLQ","Pq","","Qq","","Shift Packed Data Left Logical"
"","66","OF","F3","","PSLLQ","Vdq","","Wdq","","Shift Packed Data Left Logical"
"","","OF","F4","","PMULUDQ","Pq","","Qq","","Multiply Packed Unsigned DW Integers"
"","66","OF","F4","","PMULUDQ","Vdq","","Wdq","","Multiply Packed Unsigned DW Integers"
"","","OF","F5","","PMADDWD","Pq","","Qd","","Multiply and Add Packed Integers"
"","66","OF","F5","","PMADDWD","Vdq","","Wdq","","Multiply and Add Packed Integers"
"","","OF","F6","","PSADBW","Pq","","Qq","","Compute Sum of Absolute Differences"
"","66","OF","F6","","PSADBW","Vdq","","Wdq","","Compute Sum of Absolute Differences"
"","","OF","F7","","MASKMOVQ","","Pq","Nq","","Store Selected Bytes of Quadword"
"","66","OF","F7","","MASKMOVDQU","","","Vdq","Udq","Store Selected Bytes of Double Quadword"
"","","OF","F8","","PSUBB","Pq","","Qq","","Subtract Packed Integers"
"","66","OF","F8","","PSUBB","Vdq","","Wdq","","Subtract Packed Integers"
"","","OF","F9","","PSUBW","Pq","","Qq","","Subtract Packed Integers"
"","66","OF","F9","","PSUBW","Vdq","","Wdq","","Subtract Packed Integers"
"","","OF","FA","","PSUBD","Pq","","Qq","","Subtract Packed Integers"
"","66","OF","FA","","PSUBD","Vdq","","Wdq","","Subtract Packed Integers"
"","","OF","FB","","PSUBQ","Pq","","Qq","","Subtract Packed Quadword Integers"
"","66","OF","FB","","PSUBQ","Vdq","","Wdq","","Subtract Packed Quadword Integers"
"","","OF","FC","","PADDB","Pq","","Qq","","Add Packed Integers"
"","66","OF","FC","","PADDB","Vdq","","Wdq","","Add Packed Integers"
"","","OF","FD","","PADDW","Pq","","Qq","","Add Packed Integers"
"","66","OF","FD","","PADDW","Vdq","","Wdq","","Add Packed Integers"
"","","OF","FE","","PADDD","Pq","","Qq","","Add Packed Integers"
"","66","OF","FE","","PADDD","Vdq","","Wdq","","Add Packed Integers"
